tweet,sentiment
Kami berkomitmen penuh menjaga kondusif wilayah demi kelancaran Pembangunan IKN Nusantara Dukung pembangunan IKN\xe2\x80\xa6 https://t.co/kkYcKJGnu6,positive
IKN berkonsep ramah lingkungan\n\nKalimantan Selatan\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/KWYeBeWF5N,positive
@abu_waras gorila bicara IKN mana mungkin ngerti,negative
IKN Nusantara kota keren\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/kTSjRBO5L5,positive
Manfaat IKN berdampak positivebagi ekonomi. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4RkYBw3l7L,positive
@maryshelparaiso Masyarakat Jawa Timur dukung dan doakan yang terbaik untuk kelancaran pembangunan IKN\xe2\x80\xa6 https://t.co/QFUnBzCy0i,positive
Dan @jokowi mala sibuk bangun IKN ditengah banyak rakyatnya yg miskin\nKira2 bakal masuk syurga dari pintu yg mana\xe2\x80\xa6 https://t.co/4wGVTZ9SG,negative
IKN Nusantara akan berkonsep Ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/7uJOsPUqs8,positive
@KathyJo49714916 @maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat warga Jawa Timur dukung IKN\xe2\x80\xa6 https://t.co/Ef6494PQTt,positive
Pemerintah buka kesempatan kepada pengusaha lokal untuk berpartisipasi dalam pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/vytnNmeout,positive
Pembangunan Ibu kota negara Nusantara bukan hanya membawa dampak positivebagi Kalimantan tp juga bagi Indonesia se\xe2\x80\xa6 https://t.co/5a4P6WYzVM,positive
@BergetarNusa: @berita_mineral @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahterakanIndonesi\xe2\x80\xa6,positive
Sejalan dengan pernyataan Dirjen Cipta Karya Direktur Utama Indra Karya Gok Ari Joso Simamora menyampaikan bahwa d\xe2\x80\xa6 https://t.co/tpFGPhnQdP,positive
News - IKN diputuskan menjadi ketetapan MPR RI\n\nAceh Hadir Mendukung \xe2\x9d\xa4\xef\xb8\x8f\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/SQqvi1VJkT,positive
@OiCoffe: @FGelael @maryshelparaiso Pembangunan IKN berdampak positivepada pembangunan dan ekonomi. Arek Jawa Timur dukung pembangunan I\xe2\x80\xa6,positive
@DokterTifa Kalau sdh selesai pembangunan IKN paling dokter tifa yg paling duluan tinggal di IKN\nG usah munafiklah,negative
Indonesia semakin maju dan kuat adanya IKN\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/kzrQ4CrxTr,positive
IKN sangat bermanfaat untuk negara dan masyarakat !!  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/QGeM9pPRht,positive
@FGelael @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/m5IY26OnKh,positive
Derap Pembangunan Kawasan IKN \n#IbukotaNegara\n#IKN\n#SemangatNusantara https://t.co/r4r67LMC1Y,positive
Pemindahan IKN akan memberikan banyak dampak positive. \xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\nAceh\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/z8BJTC3Qg3,positive
@FGelael @maryshelparaiso IKN smart city siap bersaing Jawa Timur dukung terus #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/t6nrPd3c1K,positive
Pembangunan IKN Nusantara memberikan dampak yang cukup besar terhadap perekonomian\xf0\x9f\x98\x98\xf0\x9f\xa5\xb0\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\xe2\x80\xa6 https://t.co/ufBwKPUp04,positive
@herrikusnadi @Uki23 bila yg di ucapkan kebohongan jgn berharap mampu menjawab pertanyaan yg bebrbasis fakta. jadi\xe2\x80\xa6 https://t.co/QLcsAwmgG5,negative
IKN akan jadi representasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/rfukHvzybX,positive
@jokowi Plis inves my IKN,negative
@ourlittleboyz: @FGelael @maryshelparaiso Dibangunnya IKN Nusantara di dukung semua elemen masyarakat di Jawa Timur #KotaDuniaUntukSemua\xe2\x80\xa6,positive
@teknogav: JAGAT Sajikan Dunia Virtual yang Terhubung dengan IKN -- #metaverse #jagat #ikn https://t.co/fCYiOHVvo7,positive
Kita dukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/mOoQzDpETK,positive
@CNNIndonesia: Gubernur Kaltim: Hati-hati yang Tolak IKN Anda Bisa Pendek Umurnya https://t.co/BhorFJy2Ik,negative
@Joane24641240 Membuka lapangan kerja baru masyarakat Aceh mendukung IKN Nusantara\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\xe2\x80\xa6 https://t.co/sGYqlWMpOt,positive
Ini menjadi instruksi Presiden @jokowi agar pembangunan IKN betul betul merefleksikan cara-cara pembangunan yang id\xe2\x80\xa6 https://t.co/WbvMoVmSEG,positive
Bambang menyebut strategi pengembangan infrastruktur tersebut merupakan salah satu upaya dalam menjawab pertanyaan\xe2\x80\xa6 https://t.co/NenjX5RhHz,positive
@geloraco Batalkan proyek IKN,negative
@Midjan_La_2 Gak ada demo lagi. Bohirnya memikirkan untuk tempat tinggal ibukota IKN biar bisa demo lagi.\xf0\x9f\x98\xa5,negative
IKN Nusantara berkonsep ramah lingkungan\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/EthxVw7Usl,positive
IKN akan jadi representasi Indonesia maju\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/bWkSLXjBWe,positive
Dukung IKN Nusantara.\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/geacbZY5Gm,positive
Dukung IKN Nusantara mendorong perekonomian #KotaDuniaUntukSemua Bengkulu mendukung,positive
@Alona54105770 Rakyat juga mendukung pemindahan dan pembangunan IKN Nusantara di kaltim\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/GQBKibyukj,positive
Pembangunan IKN berkonsep smartcity.\nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/2FbRqRrOPC,positive
@geloraco: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jOiV0N8AKK,negative
Finlandia disebut berminat untuk ikut bekerja sama dalam pembangunan Ibu Kota Negara Nusantara. #Polhuk\xe2\x80\xa6 https://t.co/YUMBzVWxm4,positive
Future smart forest city akan membuat IKN menjadi kota tersohor \n\nDKI Jakarta \n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/OObxPXKprz,positive
Presiden Jokowi Luncurkan jagat Nusantara Metaverse di IKN. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/3LK7jPVwnW,positive
\xe2\x98\x95\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xe2\x9d\xa4\xef\xb8\x8f\n.\nIKN Nusantara untuk pertumbuhan ekonomi baru.\nDukung pembangunan IKN Nusantara\n.\n.\n#IKNBerdampakpositivehttps://t.co/OoEipTPKlQ,positive
@Tan_Mar3M Drun.. Itu IKN emang dibuat sebagai Ibu Kota Pemerintahan.. Utk 2024 itu targetnya ASN doang yg pindah..\xe2\x80\xa6 https://t.co/QeyCBK57Fq,positive
Pembangunan IKN akan dilanjutkan dan akan terus berlanjut\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/OiOfI6FPvN,positive
Sekalian mas proyek2 jalan toll dan IKN dihentikan dgn keyword penghematan ! https://t.co/molL02YdWZ,negative
Ajakan Kadin kepada pengusaha global untuk Investasi di IKN Nusantara #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/wYldaGf27T,positive
@maryshelparaiso mahasiswa Jawa Timur dukung penuh IKN bersama wujudkan smart city\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zMf7WYDS43,positive
@ariefsyarief07 Masuknya berbagai investasi ke IKN akan membantu masa depan ekonomi #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif,positive
@Alona54105770 keren pemerintah Jokowi akan luncurkan jagat Nusantara metaverse di IKN\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/YUn8Z02HlE,positive
@StephanChain2: IKN Nusantara Untuk kesejahteraan masyarakat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKN\xe2\x80\xa6,positive
Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/CQCGS6DnaV,positive
@jiwa_tertukar: @FGelael @maryshelparaiso masyarakat Jawa Timur yakin IKN akan membawa manfaat ke seluruh wilayah Indonesia\n#KotaDuniaUn\xe2\x80\xa6,positive
@jokowi \xe2\xad\x90\xe2\xad\x90\xe2\xad\x90 P. Pres.. pembangunan IKN hrs berjalan lancar Krn waktu tdk bisa dibeli..\nTetap Terus Semangat\n\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x87\xae\xf0\x9f\x87\xa9\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbf,positive
IKN memerlukan banyak investasi dari pengusaha global #b20 #arsjadrasjid #IKNnusantara #inklusifkolaboratif https://t.co/2bvvMRBzaz,positive
@KathyJo49714916 @maryshelparaiso Masyarakat Jawa Timur juga optimis dukung pembangunan IKN\xe2\x80\xa6 https://t.co/u8ud8T3Ovc,positive
@msaid_didu @brin_indonesia Mereka sdh ketar ketir gk ada satupun kandidat dari kubu nya yg akan berpeluang bisa na\xe2\x80\xa6 https://t.co/cLuwCxwhsx,negative
@maryshelparaiso Pembangunan IKN meningkatkan ekonomi masyarakat warga Jawa Timur dukung IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/2Uz1poCPZ,positive
IKN Bentuk Pemerintah Serius Dalam Mengembangkan Indonesia \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/01Yu4D9Eb,positive
IKN Nusantara Untuk kesejahteraan masyarakat \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/xDKQntGjH,positive
@StephanChain2: Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKe\xe2\x80\xa6,positive
Kota hijau masa depan mantap IKN Nusantara\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/uYvtp4uDVR,positive
Untuk menyambut IKN Nusantara perlu adanya investasi dari para pengusaha global #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/KCgeHEXnKM,positive
@OposisiCerdas: Enam Ribu Kepala Desa Se-Indonesia Dijadwalkan Kunjungi IKN\nhttps://t.co/cCSnlWDjFC,positive
IKN Akan Sangat Luar Biasa Dimata Masyarakat Indonesia Maupun Luar Negeri\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/dkhuB3iWi,positive
IKN akan jadi representasi bangsa yang unggul. \nSumatera Utara\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/FSbL0r2N51,positive
@NandaShanum: @Opposih6890bio @OiCoffe @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusantara #Jo\xe2\x80\xa6,positive
@NandaShanum: @KathyJo49714916 @maryshelparaiso Masyarakat Jawa Timur juga optimis dukung pembangunan IKN #JokowiBapakInfrastruktur #Kot\xe2\x80\xa6,positive
Pemerintah targetkan IKN dihuni 200ribu org pada 2024\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/fFARgLkorP,positive
@maryshelparaiso Jawa Timur Dukung IKN Nusantara Untuk Pemerataan Pembangunan #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/TjjDBYpkMh,positive
@kitaadlIDN @Dennysiregar7 Kadal otaknya gak sampe kesini....coba Dana ikn buat Palestina semua...kadal pasti setuju...,negative
Meninggalkan legacy itu tidak sepenting meninggalkan amalan jariyah. Lebih tidak penting lagi legacy IKN yg meningg\xe2\x80\xa6 https://t.co/0KYSo9kyox,negative
PGI Kukar dukung MPR RI keluarkan ketetapan tentang IKN\n\nSumatera Barat\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/zFRxjs0ThL,positive
@keuangannews_id: Jokowi: Akan Datang Badai Besar karena Resesi Dokter Tifa: Kenapa Masih Ngotot Bangun\xc2\xa0IKN? https://t.co/PTXvyXQtXH,negative
IKN Nusantara harus di dukung seluruh masyarakat Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ScGE2UVEBV,positive
@ikn_id Mantap IKN,positive
Untuk perkembangan indonesia sudah sangat maju dengan adanya IKN  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/09gFvAAXkZ,positive
IKN akan tingkatkan kesejahteraan rakyat sekitar #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/itujbKi1eM,positive
@alfajri221810: Lebih untung INVEST Twitter dari IKN \xf0\x9f\x98\x82 https://t.co/gizKAkU67Q,negative
@CNNIndonesia Pada ngebet pindah IKN para pejabat ..silahkan aja pakai uang hasil korupsi kalo ditindak serius pasti bisa,negative
Sobat hijau semangat hari Jumat.\n\nSemangat tekad kita untuk terus melakukan kegiatan penghijauan di kawasan IKN me\xe2\x80\xa6 https://t.co/kJjmDevbwP,positive
Ayo dukung pemindahan IKN Nusantara untuk Indonesia maju! Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/PMrU2ahyjg,positive
@KotaNusantara @HusnaNur01 Pembangunan IKN kalau jadi ini akan menjadi salah satu sejarah besar bagi indonesia,positive
@OposisiCerdas: Jokowi Bilang Akan Datang Badai Besar Karena Resesi Dokter Tifa: Kenapa Masih Ngotot Bangun IKN?\nhttps://t.co/JpNqwMHOsy,negative
IKN terbukti membangun Indonesia lebih maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/jzN0lELYxs,positive
Pemerintah targetkan IKN\nDihuni 200 ribu orang\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/0pvd6REs10,positive
IKN mengusung konsep future smart forest city ! mantap\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/nKQjpYSYsm,positive
IKN Nusantara Kota dunia untuk semua #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/3ldQpOCyG9,positive
@OiCoffe @maryshelparaiso Sudah dipikirkan matang matang IKN Nusantara Jawa Timur terus dukung pembangunan IKN\xe2\x80\xa6 https://t.co/j0aUv2DBoY,positive
Dukung Percepatan Pembangunan IKN yang memberikan dampak positivebagi masyarakat dan kemajuan ekonomi daerah dan UM\xe2\x80\xa6 https://t.co/cLrmZ9uKO1,positive
DAMRI Hadirkan Rute Balikpapan-IKN Tarifnya Rp 43.000 https://t.co/ioMsX7fY7,positive
@plat_mirah: 200.000 masyarakat akan menghuni IKN pada tahun 2024\xf0\x9f\xa5\xb0\xf0\x9f\x98\x98\xf0\x9f\xab\xb0\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanInd\xe2\x80\xa6,positive
@KotaNusantara @HusnaNur01 akornas dukung IKN di Balikpapan,positive
@OposisiCerdas: Anggaran Pembangunan Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\nhttps://t.co/jfYxmjtgbe,negative
@KangCendol_33 IKN joss,positive
@BergetarNusa @maryshelparaiso Warga Jawa Timur mendukung pembangunan IKN sebagai Identitas Nasional\xe2\x80\xa6 https://t.co/67oAtKPDis,positive
@DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6,negative
Hubungan baik ini yang harus dipertahankan dengan menjalin investasi di IKN #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/Q0tkLoA3Mj,positive
@IntanAulia172: Jelajah Virtual IKN \n\n#JagatNusantara https://t.co/Ux8SJn3d17,positive
Jokowi luncurkan jagat nusantara di metaverse di IKN\n\nSulawesi Tengah\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/6I3oTdO0eT,positive
@OposisiCerdas Batalkan proyek IKN,negative
Pemkab Kukar dukung percepatan Smart - Green City IKN\n\nDiskominfo Kabupaten Kukar Dafip Haryanto mengatakan untuk\xe2\x80\xa6 https://t.co/Fc4fhqWUfL,positive
Resesi di depan mata tapi ngotot bangun IKN. Niknat mana yang kamu dustakan? https://t.co/54Zlrz97K2,negative
pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/AS4Xd5m4md,positive
Kementerian PUPR bantu pembangunan di ikn\n\n#IKNBerdampakpositivehttps://t.co/fQrrcZycvo,positive
Suruh Aja Buzzer dan CEBONG tinggal di sana ya kan @Dara_Cega ?\n\nBiar Kalian Hidup Bahagia...\n\n\xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85 https://t.co/y5Nni30OZT,negative
@berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur IKN akan membawa\xe2\x80\xa6 https://t.co/Nr78q3noBZ,positive
Kita dukung pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/6Dtu4iUG6D,positive
@geloraco IKN ...SIH TERANGGGG TERUSSSSS,positive
IKN berkonsep ramah lingkungan\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/mNarYdJzww,positive
@msaid_didu Mau Di kaplingkan IKN nya ya jadi apart desa jadi sales n marketingnya,negative
Mantaap dukung IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/vqE6WST836,positive
Jumlah Pengembang Mulai Lirik Rencana Pembangunan\xc2\xa0IKN https://t.co/3daYxU3SXm,positive
@riea_mariska86: Pemkab Kukar dukung percepatan Smart - Green City IKN\n\nDiskominfo Kabupaten Kukar Dafip Haryanto mengatakan untuk mend\xe2\x80\xa6,positive
Kementerian investasi nyatakan IKN buka peluang tinggi bagi investor tanam modal\n\n#IKNBerdampakpositivehttps://t.co/8ZCueM7U9l,positive
@Ghurem2 Itu kelompok kelompok yg sirik ngga kebagian proyek pembangunan IKN ..dan jatah Freeport..\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xe2\x9c\x8c\xf0\x9f\x8f\xbe,negative
Aspek lingkungan di IKN tetap dijaga...\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/MOsEUkKUCQ,positive
Riau support IKN Nusantara!\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/WbZTajTsNs,positive
@PianJuxx77: IKN jadi presentasi bangsa yang unggul\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanK\xe2\x80\xa6,positive
@KotaNusantara @HusnaNur01 IKN untuk pemerataaan,positive
@prastow: \xe2\x80\x9cTax holiday 30 tahun? Super deduction 350%?\xe2\x80\x9d Menarik melihat antusiasme publik pasca market sounding IKN 18/10. Banyak yg her\xe2\x80\xa6,positive
Nusa Tenggara Timur\nIKN bawa kemajuan bagi bangsa. \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/am7Qo5SeWm,positive
@HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket akomodasi dan lain lai\xe2\x80\xa6,negative
Membanggakan IKN kota dengan konsep future smart forest city\nKepulauan Bangka Belitung\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/0l4V2Qe1eU,positive
@FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara\xe2\x80\xa6 https://t.co/XS8JAYrfzC,positive
IKN wujudkan Indonesia sentris\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/67TjIE467c,positive
@AnthonyBudiawan: Upaya menarik investasi IKN pertama rayu Softbank gagal: Setelah UU IKN disahkan Softbank malah mundur. Kedua mau\xe2\x80\xa6,negative
@zarazettirazr Kok nggak diterima harusnya diterima uni barangkali penawaran IKN mau nyoba expansi ke Australia kali...,positive
2024 akan dihuni banyak orang.. IKN\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/FX5hSy7lOk,positive
IKN kota dunia untuk semua \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/3IRRORUvq3,positive
Keren kali IKN Nusantara!!! \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/yNKnv3Rw4G,positive
@BergetarNusa @maryshelparaiso Mahasiswa Jawa Timur dukung pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/hry58abPO,positive
RI - Finlandia siapkan kerja sama kembangkan IKN NUsantara Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/zb4WNIbQhT,positive
Masuknya berbagai investasi ke IKN akan membantu masa depan ekonomi #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/ReFE6kzsjD,positive
Jokowi luncurkan jagat nusantara metaverse di IKN\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/6pSNjkPM13,positive
@MedsosSamson Ikn Nusantara kota masa depan terbaik\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/LmDgILceTa,positive
@berita_mineral @maryshelparaiso Aku wong Jawa Timur siap mendkung penuh IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/Em6fm0g8rU,positive
@Maulana9009 Orang Cerdas Dukung Pembangunan IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/ilLV46isFY,positive
@smbc243 @alisyarief teenang..januari gedung gedung dah nampak di ikn,positive
@FGelael @maryshelparaiso masyarakat Jawa Timur yakin IKN akan membawa manfaat ke seluruh wilayah Indonesia\xe2\x80\xa6 https://t.co/24Sc2X6Htu,positive
@Opposih6890bio: @maryshelparaiso Arek Jawa Timur sama2 dukung pembangunan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6,positive
IKN Nusantara kota masa depan hebat\n\nDaerah Istimewa Yogyakarta\nIKN Yogyakarta#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/PSOdlwd8p3,positive
Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\xe2\x80\xa6 https://t.co/93d62PSYWi,negative
Seluruh masyarakat Indonesia pasti mendukung Pembangunan IKN Nusantara..!! #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/bTS2f5x5ON,positive
@Sirqieee: @antaranews Masih aja lu jualan IKN qontol. https://t.co/vpogP2koqZ,negative
@Joane24641240: IKN Akan Jadi Representasi Bangsa Yang Unggul\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNt\xe2\x80\xa6,positive
Dukung penuh pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/bMh77PLryx,positive
@BergetarNusa: @Opposih6890bio @FGelael @maryshelparaiso IKN bawa dampak Jawa Timur yang LEBIH BAIK #KotaDuniaUntukSemua #IKNSejahteraka\xe2\x80\xa6,positive
@SuwandaBen: @DokterTifa 6.000 kepala desa se-Indonesia bakal kunjungi IKN.\nPromotornya Ketua Umum DPP Apdesi Surtawijaya\n\nJokowi lagi d\xe2\x80\xa6,positive
Memajukan Indonesia dengan IKN Nusantara #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/OWIsjieLX8,positive
Pemerintah targetkan IKN dihuni 200rb orang pada 2024\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mDBD9MLRDy,positive
Sinergi Pengelolaan Sampah IKN Butuh Teknologi di TPAS\xc2\xa0Manggar https://t.co/9iwIGZPaUK,positive
@Merdekasatu1: @maryshelparaiso Aku wong Jawa Timur siap mendkung penuh IKN #JokowiBapakInfrastruktur #KotaDuniaUntukSemua #IKNSejahtera\xe2\x80\xa6,positive
@KathyJo49714916: @berita_mineral @OiCoffe @maryshelparaiso IKN Nusantara di dukung semua masyarakat di Jawa Timur IKN akan membawa Ind\xe2\x80\xa6,positive
@FGelael @maryshelparaiso Dukung IKN semoga makin maju Jawa Timur Dukung Pembangunan IKN #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/jMI1Mau7tY,positive
@forjakeu: Ditinjau Jokowi Begini Progres Pembangunan IKN Nusantara\n\nPresiden Jokowi menyampaikan bahwa sejumlah progres infrastruktur\xe2\x80\xa6,positive
@Boediantar4: Katanya akan ada badai besar ... tapi hebatnya IKN jalan terus meski ngga urgen ... https://t.co/oJPv3B553c,negative
@Joane24641240 IKN Nusantara tingkatkan perekonomian masyarakat Indonesia #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/VZZ5ru2AZm,positive
@HukumDan: Wuiih. Serius ini kek nya pindah Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6,negative
